reference,gene_name
A0A590UJW4,A0A590UJW4
A0A590UJW3,A0A590UJW3
A0A590UJW2,A0A590UJW2
A0A590UJW0,A0A590UJW0
A0A590UJV9,A0A590UJV9
A0A590UJV8,A0A590UJV8
A0A590UJV7,A0A590UJV7
A0A590UJV4,A0A590UJV4
A0A590UJV3,A0A590UJV3
A0A590UJV2,A0A590UJV2
A0A590UJV1,A0A590UJV1
A0A590UJV0,A0A590UJV0
A0A590UJU9,A0A590UJU9
A0A590UJU8,A0A590UJU8
A0A590UJU7,A0A590UJU7
A0A590UJU6,A0A590UJU6
A0A590UJU5,A0A590UJU5
A0A590UJU4,A0A590UJU4
A0A590UJU2,A0A590UJU2
A0A590UJU1,A0A590UJU1
A0A590UJU0,A0A590UJU0
A0A590UJT9,A0A590UJT9
A0A590UJT8,A0A590UJT8
A0A590UJT7,A0A590UJT7
A0A590UJT6,A0A590UJT6
A0A590UJT5,A0A590UJT5
A0A590UJT4,A0A590UJT4
A0A590UJT3,A0A590UJT3
A0A590UJT1,A0A590UJT1
A0A590UJT0,A0A590UJT0
A0A590UJS9,A0A590UJS9
A0A590UJS8,A0A590UJS8
A0A590UJS7,A0A590UJS7
A0A590UJS6,A0A590UJS6
A0A590UJS5,A0A590UJS5
A0A590UJS4,A0A590UJS4
A0A590UJS3,A0A590UJS3
A0A590UJS2,A0A590UJS2
A0A590UJS0,A0A590UJS0
A0A590UJR9,A0A590UJR9
A0A590UJR8,A0A590UJR8
A0A590UJR6,A0A590UJR6
A0A590UJR5,A0A590UJR5
A0A590UJR4,A0A590UJR4
A0A590UJR3,A0A590UJR3
A0A590UJR2,A0A590UJR2
A0A590UJR1,A0A590UJR1
A0A590UJR0,A0A590UJR0
A0A590UJQ9,A0A590UJQ9
A0A590UJQ8,A0A590UJQ8
A0A590UJQ7,A0A590UJQ7
A0A590UJQ5,A0A590UJQ5
A0A590UJQ4,A0A590UJQ4
A0A590UJQ3,A0A590UJQ3
A0A590UJQ2,A0A590UJQ2
A0A590UJQ1,A0A590UJQ1
A0A590UJQ0,A0A590UJQ0
A0A590UJP9,A0A590UJP9
A0A590UJP7,A0A590UJP7
A0A590UJP6,A0A590UJP6
A0A590UJP3,A0A590UJP3
A0A590UJP2,A0A590UJP2
A0A590UJP1,A0A590UJP1
A0A590UJP0,A0A590UJP0
A0A590UJN9,A0A590UJN9
A0A590UJN8,A0A590UJN8
A0A590UJN3,A0A590UJN3
A0A590UJN2,A0A590UJN2
A0A590UJN1,A0A590UJN1
A0A590UJN0,A0A590UJN0
A0A590UJM8,A0A590UJM8
A0A590UJM7,A0A590UJM7
A0A590UJM5,A0A590UJM5
A0A590UJM4,A0A590UJM4
A0A590UJM2,A0A590UJM2
A0A590UJM0,A0A590UJM0
A0A590UJL9,A0A590UJL9
A0A590UJL8,A0A590UJL8
A0A590UJL7,A0A590UJL7
A0A590UJL6,A0A590UJL6
A0A590UJL5,A0A590UJL5
A0A590UJL3,A0A590UJL3
A0A590UJL2,A0A590UJL2
A0A590UJL1,A0A590UJL1
A0A590UJL0,A0A590UJL0
A0A590UJK9,A0A590UJK9
A0A590UJK8,A0A590UJK8
A0A590UJK7,A0A590UJK7
A0A590UJK6,A0A590UJK6
A0A590UJK5,A0A590UJK5
A0A590UJK4,A0A590UJK4
A0A590UJK3,A0A590UJK3
A0A590UJK2,A0A590UJK2
A0A590UJK1,A0A590UJK1
A0A590UJK0,A0A590UJK0
A0A590UJJ9,A0A590UJJ9
A0A590UJJ8,A0A590UJJ8
A0A590UJJ7,A0A590UJJ7
A0A590UJJ6,A0A590UJJ6
A0A590UJJ5,A0A590UJJ5
A0A590UJJ4,A0A590UJJ4
A0A590UJJ3,A0A590UJJ3
A0A590UJJ2,A0A590UJJ2
A0A590UJJ1,A0A590UJJ1
A0A590UJJ0,A0A590UJJ0
A0A590UJI9,A0A590UJI9
A0A590UJI8,A0A590UJI8
A0A590UJI7,A0A590UJI7
A0A590UJI6,A0A590UJI6
A0A590UJI5,A0A590UJI5
A0A590UJI4,A0A590UJI4
A0A590UJI3,A0A590UJI3
A0A590UJI2,A0A590UJI2
A0A590UJI1,A0A590UJI1
A0A590UJI0,A0A590UJI0
A0A590UJH9,A0A590UJH9
A0A590UJH8,A0A590UJH8
A0A590UJH7,A0A590UJH7
A0A590UJH5,A0A590UJH5
A0A590UJH4,A0A590UJH4
A0A590UJH3,A0A590UJH3
A0A590UJH1,A0A590UJH1
A0A590UJH0,A0A590UJH0
A0A590UJG9,A0A590UJG9
A0A590UJG8,A0A590UJG8
A0A590UJG7,A0A590UJG7
A0A590UJG6,A0A590UJG6
A0A590UJG5,A0A590UJG5
A0A590UJG2,A0A590UJG2
A0A590UJG1,A0A590UJG1
A0A590UJG0,A0A590UJG0
A0A590UJF9,A0A590UJF9
A0A590UJF8,A0A590UJF8
A0A590UJF7,A0A590UJF7
A0A590UJF6,A0A590UJF6
A0A590UJF5,A0A590UJF5
A0A590UJF4,A0A590UJF4
A0A590UJF3,A0A590UJF3
A0A590UJF2,A0A590UJF2
A0A590UJF1,A0A590UJF1
A0A590UJF0,A0A590UJF0
A0A590UJE9,A0A590UJE9
A0A590UJE7,A0A590UJE7
A0A590UJE6,A0A590UJE6
A0A590UJE5,A0A590UJE5
A0A590UJE4,A0A590UJE4
A0A590UJE2,A0A590UJE2
A0A590UJE1,A0A590UJE1
A0A590UJE0,A0A590UJE0
A0A590UJD9,A0A590UJD9
A0A590UJD8,A0A590UJD8
A0A590UJD7,A0A590UJD7
A0A590UJD6,A0A590UJD6
A0A590UJD5,A0A590UJD5
A0A590UJD1,A0A590UJD1
A0A590UJD0,A0A590UJD0
A0A590UJC9,A0A590UJC9
A0A590UJC8,A0A590UJC8
A0A590UJC7,A0A590UJC7
A0A590UJC6,A0A590UJC6
A0A590UJC5,A0A590UJC5
A0A590UJC4,A0A590UJC4
A0A590UJC2,A0A590UJC2
A0A590UJC1,A0A590UJC1
A0A590UJC0,A0A590UJC0
A0A590UJB9,A0A590UJB9
A0A590UJB8,A0A590UJB8
A0A590UJB7,A0A590UJB7
A0A590UJB6,A0A590UJB6
A0A590UJB2,A0A590UJB2
A0A590UJB1,A0A590UJB1
A0A590UJB0,A0A590UJB0
A0A590UJA9,A0A590UJA9
A0A590UJA8,A0A590UJA8
A0A590UJA7,A0A590UJA7
A0A590UJA6,A0A590UJA6
A0A590UJA5,A0A590UJA5
A0A590UJA4,A0A590UJA4
A0A590UJA3,A0A590UJA3
A0A590UJA2,A0A590UJA2
A0A590UJA1,A0A590UJA1
A0A590UJA0,A0A590UJA0
A0A590UJ99,A0A590UJ99
A0A590UJ98,A0A590UJ98
A0A590UJ97,A0A590UJ97
A0A590UJ96,A0A590UJ96
A0A590UJ95,A0A590UJ95
A0A590UJ94,A0A590UJ94
A0A590UJ92,A0A590UJ92
A0A590UJ91,A0A590UJ91
A0A590UJ90,A0A590UJ90
A0A590UJ89,A0A590UJ89
A0A590UJ88,A0A590UJ88
A0A590UJ87,A0A590UJ87
A0A590UJ86,A0A590UJ86
A0A590UJ85,A0A590UJ85
A0A590UJ84,A0A590UJ84
A0A590UJ83,A0A590UJ83
A0A590UJ82,A0A590UJ82
A0A590UJ81,A0A590UJ81
A0A590UJ80,A0A590UJ80
A0A590UJ79,A0A590UJ79
A0A590UJ78,A0A590UJ78
A0A590UJ77,A0A590UJ77
A0A590UJ76,A0A590UJ76
A0A590UJ75,A0A590UJ75
A0A590UJ74,A0A590UJ74
A0A590UJ73,A0A590UJ73
A0A590UJ72,A0A590UJ72
A0A590UJ71,A0A590UJ71
A0A590UJ70,A0A590UJ70
A0A590UJ69,A0A590UJ69
A0A590UJ68,A0A590UJ68
A0A590UJ67,A0A590UJ67
A0A590UJ65,A0A590UJ65
A0A590UJ64,A0A590UJ64
A0A590UJ62,A0A590UJ62
A0A590UJ61,A0A590UJ61
A0A590UJ60,A0A590UJ60
A0A590UJ59,A0A590UJ59
A0A590UJ58,A0A590UJ58
A0A590UJ57,A0A590UJ57
A0A590UJ56,A0A590UJ56
A0A590UJ55,A0A590UJ55
A0A590UJ54,A0A590UJ54
A0A590UJ53,A0A590UJ53
A0A590UJ52,A0A590UJ52
A0A590UJ51,A0A590UJ51
A0A590UJ50,A0A590UJ50
A0A590UJ49,A0A590UJ49
A0A590UJ48,A0A590UJ48
A0A590UJ47,A0A590UJ47
A0A590UJ46,A0A590UJ46
A0A590UJ45,A0A590UJ45
A0A590UJ44,A0A590UJ44
A0A590UJ43,A0A590UJ43
A0A590UJ41,A0A590UJ41
A0A590UJ40,A0A590UJ40
A0A590UJ39,A0A590UJ39
A0A590UJ38,A0A590UJ38
A0A590UJ37,A0A590UJ37
A0A590UJ36,A0A590UJ36
A0A590UJ35,A0A590UJ35
A0A590UJ34,A0A590UJ34
A0A590UJ33,A0A590UJ33
A0A590UJ30,A0A590UJ30
A0A590UJ29,A0A590UJ29
A0A590UJ28,A0A590UJ28
A0A590UJ26,A0A590UJ26
A0A590UJ25,A0A590UJ25
A0A590UJ24,A0A590UJ24
A0A590UJ23,A0A590UJ23
A0A590UJ22,A0A590UJ22
A0A590UJ21,A0A590UJ21
A0A590UJ20,A0A590UJ20
A0A590UJ18,A0A590UJ18
A0A590UJ17,A0A590UJ17
A0A590UJ16,A0A590UJ16
A0A590UJ15,A0A590UJ15
A0A590UJ13,A0A590UJ13
A0A590UJ12,A0A590UJ12
A0A590UJ10,A0A590UJ10
A0A590UJ09,A0A590UJ09
A0A590UJ08,A0A590UJ08
A0A590UJ07,A0A590UJ07
A0A590UJ01,A0A590UJ01
A0A590UIY0,A0A590UIY0
A0A590UIX9,A0A590UIX9
A0A590UIX5,A0A590UIX5
A0A590UIU4,A0A590UIU4
A0A590TQL1,A0A590TQL1
A0A590PXD8,A0A590PXD8
A0A590PWR5,A0A590PWR5
A0A589,TVB43
A0A584,TVBK2
A0A580,A0A580
A0A578,TVB51
A0A577,TVB41
A0A576,TVB31
A0A539,TVB42
A0A4W9AIG4,A0A4W9AIG4
A0A4W9A917,A0A4W9A917
A0A4W8ZXM2,A0A4W8ZXM2
A0A4W8ZV39,A0A4W8ZV39
A0A4W8X8U3,A0A4W8X8U3
A0A4W8W4R1,A0A4W8W4R1
A0A4W8VYG7,A0A4W8VYG7
A0A4W8VX11,A0A4W8VX11
A0A4V7I672,A0A4V7I672
A0A4V7I447,A0A4V7I447
A0A499FJY3,A0A499FJY3
A0A499FJX5,A0A499FJX5
A0A499FJW5,A0A499FJW5
A0A499FJT0,A0A499FJT0
A0A499FJS7,A0A499FJS7
A0A499FJS4,A0A499FJS4
A0A499FJS1,A0A499FJS1
A0A499FJR9,A0A499FJR9
A0A499FJN7,A0A499FJN7
A0A499FJN5,A0A499FJN5
A0A499FJN1,A0A499FJN1
A0A499FJM7,A0A499FJM7
A0A499FJM4,A0A499FJM4
A0A499FJM0,A0A499FJM0
A0A499FJL5,A0A499FJL5
A0A499FJL2,A0A499FJL2
A0A499FJL1,A0A499FJL1
A0A499FJK2,A0A499FJK2
A0A499FJI4,A0A499FJI4
A0A499FJF3,A0A499FJF3
A0A499FJE4,A0A499FJE4
A0A499FJD3,A0A499FJD3
A0A499FJ85,A0A499FJ85
A0A499FJ64,A0A499FJ64
A0A499FJ53,A0A499FJ53
A0A499FJ41,A0A499FJ41
A0A499FJ34,A0A499FJ34
A0A499FJ31,A0A499FJ31
A0A499FJ16,A0A499FJ16
A0A499FIZ3,A0A499FIZ3
A0A499FIZ0,A0A499FIZ0
A0A499FIY8,A0A499FIY8
A0A499FIY5,A0A499FIY5
A0A499FIY3,A0A499FIY3
A0A499FIX8,A0A499FIX8
A0A499FIV7,A0A499FIV7
A0A499FIV4,A0A499FIV4
A0A499FIV3,A0A499FIV3
A0A499FIS8,A0A499FIS8
A0A499FIS5,A0A499FIS5
A0A499FIM1,A0A499FIM1
A0A499FIJ6,A0A499FIJ6
A0A499FIG4,A0A499FIG4
A0A499FIG1,A0A499FIG1
A0A499FIG0,A0A499FIG0
A0A499FIA2,A0A499FIA2
A0A499FI48,A0A499FI48
A0A499FI31,A0A499FI31
A0A499FHX9,A0A499FHX9
A0A498U6I9,A0A498U6I9
A0A498U6H7,A0A498U6H7
A0A494C1V2,A0A494C1V2
A0A494C1V1,A0A494C1V1
A0A494C1U9,A0A494C1U9
A0A494C1U5,A0A494C1U5
A0A494C1U4,A0A494C1U4
A0A494C1U2,A0A494C1U2
A0A494C1U1,A0A494C1U1
A0A494C1T9,A0A494C1T9
A0A494C1T8,A0A494C1T8
A0A494C1T7,A0A494C1T7
A0A494C1T6,A0A494C1T6
A0A494C1T3,A0A494C1T3
A0A494C1T2,A0A494C1T2
A0A494C1T1,A0A494C1T1
A0A494C1T0,A0A494C1T0
A0A494C1S8,A0A494C1S8
A0A494C1S7,A0A494C1S7
A0A494C1S6,A0A494C1S6
A0A494C1S4,A0A494C1S4
A0A494C1S3,A0A494C1S3
A0A494C1S1,A0A494C1S1
A0A494C1S0,A0A494C1S0
A0A494C1R9,A0A494C1R9
A0A494C1R8,A0A494C1R8
A0A494C1R6,A0A494C1R6
A0A494C1R5,A0A494C1R5
A0A494C1R4,A0A494C1R4
A0A494C1R3,A0A494C1R3
A0A494C1R2,A0A494C1R2
A0A494C1R1,A0A494C1R1
A0A494C1R0,A0A494C1R0
A0A494C1Q9,A0A494C1Q9
A0A494C1Q6,A0A494C1Q6
A0A494C1Q4,A0A494C1Q4
A0A494C1Q3,A0A494C1Q3
A0A494C1Q1,A0A494C1Q1
A0A494C1P9,A0A494C1P9
A0A494C1P8,A0A494C1P8
A0A494C1P7,A0A494C1P7
A0A494C1P6,A0A494C1P6
A0A494C1P5,A0A494C1P5
A0A494C1P4,A0A494C1P4
A0A494C1P3,A0A494C1P3
A0A494C1P2,A0A494C1P2
A0A494C1P1,A0A494C1P1
A0A494C1N9,A0A494C1N9
A0A494C1N8,A0A494C1N8
A0A494C1N7,A0A494C1N7
A0A494C1N5,A0A494C1N5
A0A494C1N4,A0A494C1N4
A0A494C1N2,A0A494C1N2
A0A494C1N1,A0A494C1N1
A0A494C1N0,A0A494C1N0
A0A494C1M9,A0A494C1M9
A0A494C1M8,A0A494C1M8
A0A494C1M7,A0A494C1M7
A0A494C1M6,A0A494C1M6
A0A494C1M5,A0A494C1M5
A0A494C1M4,A0A494C1M4
A0A494C1M2,A0A494C1M2
A0A494C1M1,A0A494C1M1
A0A494C1M0,A0A494C1M0
A0A494C1L9,A0A494C1L9
A0A494C1L8,A0A494C1L8
A0A494C1L7,A0A494C1L7
A0A494C1L5,A0A494C1L5
A0A494C1L4,A0A494C1L4
A0A494C1L3,A0A494C1L3
A0A494C1L2,A0A494C1L2
A0A494C1L1,A0A494C1L1
A0A494C1K9,A0A494C1K9
A0A494C1K8,A0A494C1K8
A0A494C1K7,A0A494C1K7
A0A494C1K6,A0A494C1K6
A0A494C1K5,A0A494C1K5
A0A494C1K4,A0A494C1K4
A0A494C1K3,A0A494C1K3
A0A494C1K2,A0A494C1K2
A0A494C1K1,A0A494C1K1
A0A494C1K0,A0A494C1K0
A0A494C1J9,A0A494C1J9
A0A494C1J8,A0A494C1J8
A0A494C1J7,A0A494C1J7
A0A494C1J6,A0A494C1J6
A0A494C1J5,A0A494C1J5
A0A494C1J4,A0A494C1J4
A0A494C1J1,A0A494C1J1
A0A494C1J0,A0A494C1J0
A0A494C1I9,A0A494C1I9
A0A494C1I8,A0A494C1I8
A0A494C1I7,A0A494C1I7
A0A494C1I6,A0A494C1I6
A0A494C1I5,A0A494C1I5
A0A494C1I4,A0A494C1I4
A0A494C1I3,A0A494C1I3
A0A494C1I2,A0A494C1I2
A0A494C1I1,A0A494C1I1
A0A494C1I0,A0A494C1I0
A0A494C1H9,A0A494C1H9
A0A494C1H8,A0A494C1H8
A0A494C1H5,A0A494C1H5
A0A494C1H3,A0A494C1H3
A0A494C1H2,A0A494C1H2
A0A494C1H1,A0A494C1H1
A0A494C1H0,A0A494C1H0
A0A494C1G9,A0A494C1G9
A0A494C1G8,A0A494C1G8
A0A494C1G7,A0A494C1G7
A0A494C1G6,A0A494C1G6
A0A494C1G5,A0A494C1G5
A0A494C1G4,A0A494C1G4
A0A494C1G3,A0A494C1G3
A0A494C1G2,A0A494C1G2
A0A494C1G1,A0A494C1G1
A0A494C1G0,A0A494C1G0
A0A494C1F9,A0A494C1F9
A0A494C1F8,A0A494C1F8
A0A494C1F7,A0A494C1F7
A0A494C1F5,A0A494C1F5
A0A494C1F3,A0A494C1F3
A0A494C1F2,A0A494C1F2
A0A494C1F1,A0A494C1F1
A0A494C1F0,A0A494C1F0
A0A494C1E9,A0A494C1E9
A0A494C1E7,A0A494C1E7
A0A494C1E5,A0A494C1E5
A0A494C1E4,A0A494C1E4
A0A494C1E3,A0A494C1E3
A0A494C1E2,A0A494C1E2
A0A494C1E1,A0A494C1E1
A0A494C1E0,A0A494C1E0
A0A494C1D9,A0A494C1D9
A0A494C1D8,A0A494C1D8
A0A494C1D7,A0A494C1D7
A0A494C1D5,A0A494C1D5
A0A494C1D4,A0A494C1D4
A0A494C1D3,A0A494C1D3
A0A494C1D2,A0A494C1D2
A0A494C1D0,A0A494C1D0
A0A494C1C9,A0A494C1C9
A0A494C1C7,A0A494C1C7
A0A494C1C6,A0A494C1C6
A0A494C1C5,A0A494C1C5
A0A494C1C4,A0A494C1C4
A0A494C1C3,A0A494C1C3
A0A494C1C1,A0A494C1C1
A0A494C1C0,A0A494C1C0
A0A494C1B9,A0A494C1B9
A0A494C1B8,A0A494C1B8
A0A494C1B7,A0A494C1B7
A0A494C1B5,A0A494C1B5
A0A494C1B4,A0A494C1B4
A0A494C1B3,A0A494C1B3
A0A494C1B2,A0A494C1B2
A0A494C1B1,A0A494C1B1
A0A494C1B0,A0A494C1B0
A0A494C1A7,A0A494C1A7
A0A494C1A6,A0A494C1A6
A0A494C1A5,A0A494C1A5
A0A494C1A4,A0A494C1A4
A0A494C1A3,A0A494C1A3
A0A494C1A2,A0A494C1A2
A0A494C1A1,A0A494C1A1
A0A494C1A0,A0A494C1A0
A0A494C199,A0A494C199
A0A494C198,A0A494C198
A0A494C197,A0A494C197
A0A494C196,A0A494C196
A0A494C195,A0A494C195
A0A494C194,A0A494C194
A0A494C193,A0A494C193
A0A494C192,A0A494C192
A0A494C191,A0A494C191
A0A494C190,A0A494C190
A0A494C189,A0A494C189
A0A494C188,A0A494C188
A0A494C187,A0A494C187
A0A494C186,A0A494C186
A0A494C184,A0A494C184
A0A494C182,A0A494C182
A0A494C181,A0A494C181
A0A494C180,A0A494C180
A0A494C179,A0A494C179
A0A494C178,A0A494C178
A0A494C176,A0A494C176
A0A494C175,A0A494C175
A0A494C174,A0A494C174
A0A494C173,A0A494C173
A0A494C172,A0A494C172
A0A494C171,A0A494C171
A0A494C170,A0A494C170
A0A494C169,A0A494C169
A0A494C168,A0A494C168
A0A494C167,A0A494C167
A0A494C166,A0A494C166
A0A494C165,A0A494C165
A0A494C164,A0A494C164
A0A494C163,A0A494C163
A0A494C162,A0A494C162
A0A494C161,A0A494C161
A0A494C160,A0A494C160
A0A494C159,A0A494C159
A0A494C158,A0A494C158
A0A494C157,A0A494C157
A0A494C156,A0A494C156
A0A494C155,A0A494C155
A0A494C153,A0A494C153
A0A494C151,A0A494C151
A0A494C150,A0A494C150
A0A494C149,A0A494C149
A0A494C148,A0A494C148
A0A494C147,A0A494C147
A0A494C146,A0A494C146
A0A494C145,A0A494C145
A0A494C144,A0A494C144
A0A494C143,A0A494C143
A0A494C142,A0A494C142
A0A494C141,A0A494C141
A0A494C140,A0A494C140
A0A494C139,A0A494C139
A0A494C138,A0A494C138
A0A494C136,A0A494C136
A0A494C134,A0A494C134
A0A494C133,A0A494C133
A0A494C132,A0A494C132
A0A494C131,A0A494C131
A0A494C130,A0A494C130
A0A494C129,A0A494C129
A0A494C128,A0A494C128
A0A494C127,A0A494C127
A0A494C126,A0A494C126
A0A494C125,A0A494C125
A0A494C123,A0A494C123
A0A494C122,A0A494C122
A0A494C120,A0A494C120
A0A494C118,A0A494C118
A0A494C117,A0A494C117
A0A494C116,A0A494C116
A0A494C115,A0A494C115
A0A494C114,A0A494C114
A0A494C113,A0A494C113
A0A494C112,A0A494C112
A0A494C111,A0A494C111
A0A494C110,A0A494C110
A0A494C109,A0A494C109
A0A494C108,A0A494C108
A0A494C106,A0A494C106
A0A494C105,A0A494C105
A0A494C104,A0A494C104
A0A494C103,A0A494C103
A0A494C101,A0A494C101
A0A494C100,A0A494C100
A0A494C0Z9,A0A494C0Z9
A0A494C0Z8,A0A494C0Z8
A0A494C0Z6,A0A494C0Z6
A0A494C0Z5,A0A494C0Z5
A0A494C0Z4,A0A494C0Z4
A0A494C0Z3,A0A494C0Z3
A0A494C0Z2,A0A494C0Z2
A0A494C0Z1,A0A494C0Z1
A0A494C0Z0,A0A494C0Z0
A0A494C0Y9,A0A494C0Y9
A0A494C0Y8,A0A494C0Y8
A0A494C0Y7,A0A494C0Y7
A0A494C0Y6,A0A494C0Y6
A0A494C0Y5,A0A494C0Y5
A0A494C0Y4,A0A494C0Y4
A0A494C0Y3,A0A494C0Y3
A0A494C0Y2,A0A494C0Y2
A0A494C0Y1,A0A494C0Y1
A0A494C0Y0,A0A494C0Y0
A0A494C0X8,A0A494C0X8
A0A494C0X7,A0A494C0X7
A0A494C0X4,A0A494C0X4
A0A494C0X3,A0A494C0X3
A0A494C0X2,A0A494C0X2
A0A494C0X1,A0A494C0X1
A0A494C0X0,A0A494C0X0
A0A494C0W8,A0A494C0W8
A0A494C0W7,A0A494C0W7
A0A494C0W5,A0A494C0W5
A0A494C0W4,A0A494C0W4
A0A494C0W3,A0A494C0W3
A0A494C0W2,A0A494C0W2
A0A494C0W1,A0A494C0W1
A0A494C0W0,A0A494C0W0
A0A494C0V9,A0A494C0V9
A0A494C0V8,A0A494C0V8
A0A494C0V7,A0A494C0V7
A0A494C0V6,A0A494C0V6
A0A494C0V5,A0A494C0V5
A0A494C0V2,A0A494C0V2
A0A494C0V1,A0A494C0V1
A0A494C0V0,A0A494C0V0
A0A494C0U9,A0A494C0U9
A0A494C0U8,A0A494C0U8
A0A494C0U7,A0A494C0U7
A0A494C0U5,A0A494C0U5
A0A494C0U4,A0A494C0U4
A0A494C0U3,A0A494C0U3
A0A494C0U2,A0A494C0U2
A0A494C0U1,A0A494C0U1
A0A494C0T8,A0A494C0T8
A0A494C0T7,A0A494C0T7
A0A494C0T6,A0A494C0T6
A0A494C0T5,A0A494C0T5
A0A494C0T4,A0A494C0T4
A0A494C0T3,A0A494C0T3
A0A494C0T2,A0A494C0T2
A0A494C0T1,A0A494C0T1
A0A494C0S9,A0A494C0S9
A0A494C0S8,A0A494C0S8
A0A494C0S7,A0A494C0S7
A0A494C0S6,A0A494C0S6
A0A494C0S5,A0A494C0S5
A0A494C0S4,A0A494C0S4
A0A494C0S2,A0A494C0S2
A0A494C0S1,A0A494C0S1
A0A494C0S0,A0A494C0S0
A0A494C0R9,A0A494C0R9
A0A494C0R8,A0A494C0R8
A0A494C0R7,A0A494C0R7
A0A494C0R6,A0A494C0R6
A0A494C0R4,A0A494C0R4
A0A494C0R3,A0A494C0R3
A0A494C0R2,A0A494C0R2
A0A494C0R1,A0A494C0R1
A0A494C0Q8,A0A494C0Q8
A0A494C0Q7,A0A494C0Q7
A0A494C0Q6,A0A494C0Q6
A0A494C0Q5,A0A494C0Q5
A0A494C0Q4,A0A494C0Q4
A0A494C0Q3,A0A494C0Q3
A0A494C0Q2,A0A494C0Q2
A0A494C0Q1,A0A494C0Q1
A0A494C0Q0,A0A494C0Q0
A0A494C0P9,A0A494C0P9
A0A494C0P6,A0A494C0P6
A0A494C0P5,A0A494C0P5
A0A494C0P4,A0A494C0P4
A0A494C0P2,A0A494C0P2
A0A494C0P1,A0A494C0P1
A0A494C0P0,A0A494C0P0
A0A494C0N9,A0A494C0N9
A0A494C0N8,A0A494C0N8
A0A494C0N6,A0A494C0N6
A0A494C0N4,A0A494C0N4
A0A494C0N2,A0A494C0N2
A0A494C0N1,A0A494C0N1
A0A494C0N0,A0A494C0N0
A0A494C0M9,A0A494C0M9
A0A494C0M8,A0A494C0M8
A0A494C0M7,A0A494C0M7
A0A494C0M6,A0A494C0M6
A0A494C0M4,A0A494C0M4
A0A494C0M3,A0A494C0M3
A0A494C0M2,A0A494C0M2
A0A494C0M1,A0A494C0M1
A0A494C0L9,A0A494C0L9
A0A494C0L8,A0A494C0L8
A0A494C0L7,A0A494C0L7
A0A494C0L6,A0A494C0L6
A0A494C0L5,A0A494C0L5
A0A494C0L4,A0A494C0L4
A0A494C0L3,A0A494C0L3
A0A494C0L2,A0A494C0L2
A0A494C0L0,A0A494C0L0
A0A494C0K9,A0A494C0K9
A0A494C0K8,A0A494C0K8
A0A494C0K7,A0A494C0K7
A0A494C0K6,A0A494C0K6
A0A494C0K5,A0A494C0K5
A0A494C0K4,A0A494C0K4
A0A494C0K3,A0A494C0K3
A0A494C0K2,A0A494C0K2
A0A494C0K1,A0A494C0K1
A0A494C0J9,A0A494C0J9
A0A494C0J8,A0A494C0J8
A0A494C0J7,A0A494C0J7
A0A494C0J6,A0A494C0J6
A0A494C0J4,A0A494C0J4
A0A494C0J3,A0A494C0J3
A0A494C0J2,A0A494C0J2
A0A494C0J1,A0A494C0J1
A0A494C0J0,A0A494C0J0
A0A494C0I9,A0A494C0I9
A0A494C0I8,A0A494C0I8
A0A494C0I7,A0A494C0I7
A0A494C0I6,A0A494C0I6
A0A494C0I5,A0A494C0I5
A0A494C0I4,A0A494C0I4
A0A494C0I3,A0A494C0I3
A0A494C0I2,A0A494C0I2
A0A494C0I1,A0A494C0I1
A0A494C0I0,A0A494C0I0
A0A494C0H8,A0A494C0H8
A0A494C0H7,A0A494C0H7
A0A494C0H6,A0A494C0H6
A0A494C0H5,A0A494C0H5
A0A494C0H4,A0A494C0H4
A0A494C0H3,A0A494C0H3
A0A494C0H2,A0A494C0H2
A0A494C0H1,A0A494C0H1
A0A494C0H0,A0A494C0H0
A0A494C0G9,A0A494C0G9
A0A494C0G8,A0A494C0G8
A0A494C0G7,A0A494C0G7
A0A494C0G6,A0A494C0G6
A0A494C0G5,A0A494C0G5
A0A494C0G4,A0A494C0G4
A0A494C0G2,A0A494C0G2
A0A494C0G1,A0A494C0G1
A0A494C0G0,A0A494C0G0
A0A494C0F9,A0A494C0F9
A0A494C0F8,A0A494C0F8
A0A494C0F7,A0A494C0F7
A0A494C0F5,A0A494C0F5
A0A494C0F4,A0A494C0F4
A0A494C0F3,A0A494C0F3
A0A494C0F1,A0A494C0F1
A0A494C0F0,A0A494C0F0
A0A494C0E7,A0A494C0E7
A0A494C0E5,A0A494C0E5
A0A494C0E3,A0A494C0E3
A0A494C0E2,A0A494C0E2
A0A494C0E1,A0A494C0E1
A0A494C0E0,A0A494C0E0
A0A494C0D9,A0A494C0D9
A0A494C0D8,A0A494C0D8
A0A494C0D7,A0A494C0D7
A0A494C0D6,A0A494C0D6
A0A494C0D5,A0A494C0D5
A0A494C0D4,A0A494C0D4
A0A494C0D3,A0A494C0D3
A0A494C0D2,A0A494C0D2
A0A494C0D1,A0A494C0D1
A0A494C0D0,A0A494C0D0
A0A494C0C9,A0A494C0C9
A0A494C0C8,A0A494C0C8
A0A494C0C6,A0A494C0C6
A0A494C0C5,A0A494C0C5
A0A494C0C4,A0A494C0C4
A0A494C0C3,A0A494C0C3
A0A494C0C1,A0A494C0C1
A0A494C0B9,A0A494C0B9
A0A494C0B8,A0A494C0B8
A0A494C0B7,A0A494C0B7
A0A494C0B6,A0A494C0B6
A0A494C0B5,A0A494C0B5
A0A494C0B4,A0A494C0B4
A0A494C0B3,A0A494C0B3
