reference,gene_name
A0A494C0B2,A0A494C0B2
A0A494C0B1,A0A494C0B1
A0A494C0B0,A0A494C0B0
A0A494C0A9,A0A494C0A9
A0A494C0A8,A0A494C0A8
A0A494C0A7,A0A494C0A7
A0A494C0A6,A0A494C0A6
A0A494C0A5,A0A494C0A5
A0A494C0A4,A0A494C0A4
A0A494C0A3,A0A494C0A3
A0A494C0A2,A0A494C0A2
A0A494C0A1,A0A494C0A1
A0A494C0A0,A0A494C0A0
A0A494C099,A0A494C099
A0A494C098,A0A494C098
A0A494C097,A0A494C097
A0A494C095,A0A494C095
A0A494C094,A0A494C094
A0A494C093,A0A494C093
A0A494C092,A0A494C092
A0A494C090,A0A494C090
A0A494C089,A0A494C089
A0A494C087,A0A494C087
A0A494C086,A0A494C086
A0A494C085,A0A494C085
A0A494C084,A0A494C084
A0A494C083,A0A494C083
A0A494C081,A0A494C081
A0A494C079,A0A494C079
A0A494C077,A0A494C077
A0A494C076,A0A494C076
A0A494C075,A0A494C075
A0A494C073,A0A494C073
A0A494C072,A0A494C072
A0A494C071,A0A494C071
A0A494C070,A0A494C070
A0A494C069,A0A494C069
A0A494C068,A0A494C068
A0A494C067,A0A494C067
A0A494C066,A0A494C066
A0A494C065,A0A494C065
A0A494C064,A0A494C064
A0A494C063,A0A494C063
A0A494C061,A0A494C061
A0A494C060,A0A494C060
A0A494C059,A0A494C059
A0A494C058,A0A494C058
A0A494C057,A0A494C057
A0A494C055,A0A494C055
A0A494C054,A0A494C054
A0A494C053,A0A494C053
A0A494C051,A0A494C051
A0A494C050,A0A494C050
A0A494C049,A0A494C049
A0A494C047,A0A494C047
A0A494C046,A0A494C046
A0A494C045,A0A494C045
A0A494C044,A0A494C044
A0A494C043,A0A494C043
A0A494C040,A0A494C040
A0A494C039,A0A494C039
A0A494C038,A0A494C038
A0A494C037,A0A494C037
A0A494C036,A0A494C036
A0A494C035,A0A494C035
A0A494C034,A0A494C034
A0A494C033,A0A494C033
A0A494C032,A0A494C032
A0A494C031,A0A494C031
A0A494C030,A0A494C030
A0A494C028,A0A494C028
A0A494C027,A0A494C027
A0A494C026,A0A494C026
A0A494C024,A0A494C024
A0A494C023,A0A494C023
A0A494C021,A0A494C021
A0A494C020,A0A494C020
A0A494C018,A0A494C018
A0A494C017,A0A494C017
A0A494C016,A0A494C016
A0A494C015,A0A494C015
A0A494C014,A0A494C014
A0A494C013,A0A494C013
A0A494C012,A0A494C012
A0A494C011,A0A494C011
A0A494C010,A0A494C010
A0A494C008,A0A494C008
A0A494C007,A0A494C007
A0A494C005,A0A494C005
A0A494C004,A0A494C004
A0A494C003,A0A494C003
A0A494C002,A0A494C002
A0A494C001,A0A494C001
A0A494C000,A0A494C000
A0A494BZZ8,A0A494BZZ8
A0A494BZZ7,A0A494BZZ7
A0A494BZZ6,A0A494BZZ6
A0A494BZZ5,A0A494BZZ5
A0A494BZZ4,A0A494BZZ4
A0A494BZZ2,A0A494BZZ2
A0A494BZZ1,A0A494BZZ1
A0A494BZZ0,A0A494BZZ0
A0A494BZY9,A0A494BZY9
A0A494BZY8,A0A494BZY8
A0A494BZY7,A0A494BZY7
A0A494BZY4,A0A494BZY4
A0A494BZY3,A0A494BZY3
A0A494BZY2,A0A494BZY2
A0A494BZY1,A0A494BZY1
A0A494BZY0,A0A494BZY0
A0A494BZX9,A0A494BZX9
A0A494BZX8,A0A494BZX8
A0A494BZX7,A0A494BZX7
A0A494BZX6,A0A494BZX6
A0A494BZX5,A0A494BZX5
A0A494BZX4,A0A494BZX4
A0A494BZX3,A0A494BZX3
A0A494BZX2,A0A494BZX2
A0A494BZW8,A0A494BZW8
A0A494BZW7,A0A494BZW7
A0A494BZW6,A0A494BZW6
A0A494BZW5,A0A494BZW5
A0A494BZW4,A0A494BZW4
A0A494BZW3,A0A494BZW3
A0A494BZW2,A0A494BZW2
A0A494BZW1,A0A494BZW1
A0A494BZW0,A0A494BZW0
A0A494BZV7,A0A494BZV7
A0A494BZV5,A0A494BZV5
A0A494BZV4,A0A494BZV4
A0A494BZV3,A0A494BZV3
A0A494BZV2,A0A494BZV2
A0A494BZV1,A0A494BZV1
A0A494BZV0,A0A494BZV0
A0A494BZU9,A0A494BZU9
A0A494BZU6,A0A494BZU6
A0A494BZU5,A0A494BZU5
A0A494BZU4,A0A494BZU4
A0A494BZU2,A0A494BZU2
A0A494BZU1,A0A494BZU1
A0A494BZU0,A0A494BZU0
A0A494BZT8,A0A494BZT8
A0A494BZT7,A0A494BZT7
A0A494BZT6,A0A494BZT6
A0A494BZT5,A0A494BZT5
A0A494BZT4,A0A494BZT4
A0A494BZS3,A0A494BZS3
A0A494BZS1,A0A494BZS1
A0A494BZR9,A0A494BZR9
A0A494BZR8,A0A494BZR8
A0A494BZI8,A0A494BZI8
A0A494BYR6,A0A494BYR6
A0A494BXY3,A0A494BXY3
A0A494BXC7,A0A494BXC7
A0A494BX66,A0A494BX66
A0A494BX18,A0A494BX18
A0A494BWY4,A0A494BWY4
A0A452Q700,A0A452Q700
A0A452Q6Z9,A0A452Q6Z9
A0A452Q6Z5,A0A452Q6Z5
A0A3Q5ADB5,A0A3Q5ADB5
A0A3Q5AD24,A0A3Q5AD24
A0A3Q5ACI7,A0A3Q5ACI7
A0A3P9MRF3,A0A3P9MRF3
A0A3F2YPB8,A0A3F2YPB8
A0A3F2YP85,A0A3F2YP85
A0A3F2YP66,A0A3F2YP66
A0A3F2YP58,A0A3F2YP58
A0A3F2YNZ1,A0A3F2YNZ1
A0A3F2YNZ0,A0A3F2YNZ0
A0A3F2YNY7,A0A3F2YNY7
A0A3F2YNY6,A0A3F2YNY6
A0A3F2YNY5,A0A3F2YNY5
A0A3F2YNX9,A0A3F2YNX9
A0A3F2YNX8,A0A3F2YNX8
A0A3F2YNX7,A0A3F2YNX7
A0A3F2YNX6,A0A3F2YNX6
A0A3F2YNX2,A0A3F2YNX2
A0A3F2YNX1,A0A3F2YNX1
A0A3F2YNX0,A0A3F2YNX0
A0A3F2YNW9,A0A3F2YNW9
A0A3F2YNW8,A0A3F2YNW8
A0A3F2YNW7,A0A3F2YNW7
A0A3F2YNW3,A0A3F2YNW3
A0A3B3IUG4,A0A3B3IUG4
A0A3B3IUG0,A0A3B3IUG0
A0A3B3IUF8,A0A3B3IUF8
A0A3B3IUF2,A0A3B3IUF2
A0A3B3IUE2,A0A3B3IUE2
A0A3B3IUE0,A0A3B3IUE0
A0A3B3IUD9,A0A3B3IUD9
A0A3B3IUD8,A0A3B3IUD8
A0A3B3IUD7,A0A3B3IUD7
A0A3B3IUD6,A0A3B3IUD6
A0A3B3IUD5,A0A3B3IUD5
A0A3B3IUD4,A0A3B3IUD4
A0A3B3IUD3,A0A3B3IUD3
A0A3B3IUD2,A0A3B3IUD2
A0A3B3IUD1,A0A3B3IUD1
A0A3B3IUD0,A0A3B3IUD0
A0A3B3IUC9,A0A3B3IUC9
A0A3B3IUC8,A0A3B3IUC8
A0A3B3IUC7,A0A3B3IUC7
A0A3B3IUC5,A0A3B3IUC5
A0A3B3IUC4,A0A3B3IUC4
A0A3B3IUC3,A0A3B3IUC3
A0A3B3IUC2,A0A3B3IUC2
A0A3B3IUC1,A0A3B3IUC1
A0A3B3IUC0,A0A3B3IUC0
A0A3B3IUB9,A0A3B3IUB9
A0A3B3IUB7,A0A3B3IUB7
A0A3B3IUB6,A0A3B3IUB6
A0A3B3IUB5,A0A3B3IUB5
A0A3B3IUB4,A0A3B3IUB4
A0A3B3IUB1,A0A3B3IUB1
A0A3B3IUB0,A0A3B3IUB0
A0A3B3IUA8,A0A3B3IUA8
A0A3B3IUA7,A0A3B3IUA7
A0A3B3IUA6,A0A3B3IUA6
A0A3B3IUA5,A0A3B3IUA5
A0A3B3IUA4,A0A3B3IUA4
A0A3B3IUA3,A0A3B3IUA3
A0A3B3IUA2,A0A3B3IUA2
A0A3B3IUA1,A0A3B3IUA1
A0A3B3IU99,A0A3B3IU99
A0A3B3IU98,A0A3B3IU98
A0A3B3IU97,A0A3B3IU97
A0A3B3IU96,A0A3B3IU96
A0A3B3IU95,A0A3B3IU95
A0A3B3IU94,A0A3B3IU94
A0A3B3IU93,A0A3B3IU93
A0A3B3IU91,A0A3B3IU91
A0A3B3IU90,A0A3B3IU90
A0A3B3IU89,A0A3B3IU89
A0A3B3IU88,A0A3B3IU88
A0A3B3IU87,A0A3B3IU87
A0A3B3IU85,A0A3B3IU85
A0A3B3IU84,A0A3B3IU84
A0A3B3IU83,A0A3B3IU83
A0A3B3IU81,A0A3B3IU81
A0A3B3IU80,A0A3B3IU80
A0A3B3IU79,A0A3B3IU79
A0A3B3IU78,A0A3B3IU78
A0A3B3IU77,A0A3B3IU77
A0A3B3IU76,A0A3B3IU76
A0A3B3IU75,A0A3B3IU75
A0A3B3IU72,A0A3B3IU72
A0A3B3IU71,A0A3B3IU71
A0A3B3IU70,A0A3B3IU70
A0A3B3IU69,A0A3B3IU69
A0A3B3IU68,A0A3B3IU68
A0A3B3IU67,A0A3B3IU67
A0A3B3IU66,A0A3B3IU66
A0A3B3IU65,A0A3B3IU65
A0A3B3IU64,A0A3B3IU64
A0A3B3IU63,A0A3B3IU63
A0A3B3IU62,A0A3B3IU62
A0A3B3IU61,A0A3B3IU61
A0A3B3IU60,A0A3B3IU60
A0A3B3IU58,A0A3B3IU58
A0A3B3IU56,A0A3B3IU56
A0A3B3IU55,A0A3B3IU55
A0A3B3IU54,A0A3B3IU54
A0A3B3IU53,A0A3B3IU53
A0A3B3IU52,A0A3B3IU52
A0A3B3IU51,A0A3B3IU51
A0A3B3IU50,A0A3B3IU50
A0A3B3IU48,A0A3B3IU48
A0A3B3IU46,A0A3B3IU46
A0A3B3IU45,A0A3B3IU45
A0A3B3IU44,A0A3B3IU44
A0A3B3IU43,A0A3B3IU43
A0A3B3IU42,A0A3B3IU42
A0A3B3IU41,A0A3B3IU41
A0A3B3IU40,A0A3B3IU40
A0A3B3IU37,A0A3B3IU37
A0A3B3IU36,A0A3B3IU36
A0A3B3IU35,A0A3B3IU35
A0A3B3IU34,A0A3B3IU34
A0A3B3IU33,A0A3B3IU33
A0A3B3IU32,A0A3B3IU32
A0A3B3IU31,A0A3B3IU31
A0A3B3IU30,A0A3B3IU30
A0A3B3IU29,A0A3B3IU29
A0A3B3IU28,A0A3B3IU28
A0A3B3IU27,A0A3B3IU27
A0A3B3IU26,A0A3B3IU26
A0A3B3IU25,A0A3B3IU25
A0A3B3IU24,A0A3B3IU24
A0A3B3IU23,A0A3B3IU23
A0A3B3IU22,A0A3B3IU22
A0A3B3IU21,A0A3B3IU21
A0A3B3IU20,A0A3B3IU20
A0A3B3IU19,A0A3B3IU19
A0A3B3IU18,A0A3B3IU18
A0A3B3IU16,A0A3B3IU16
A0A3B3IU15,A0A3B3IU15
A0A3B3IU14,A0A3B3IU14
A0A3B3IU13,A0A3B3IU13
A0A3B3IU12,A0A3B3IU12
A0A3B3IU11,A0A3B3IU11
A0A3B3IU10,A0A3B3IU10
A0A3B3IU09,A0A3B3IU09
A0A3B3IU08,A0A3B3IU08
A0A3B3IU06,A0A3B3IU06
A0A3B3IU05,A0A3B3IU05
A0A3B3IU04,A0A3B3IU04
A0A3B3IU03,A0A3B3IU03
A0A3B3IU02,A0A3B3IU02
A0A3B3IU01,A0A3B3IU01
A0A3B3IU00,A0A3B3IU00
A0A3B3ITZ9,A0A3B3ITZ9
A0A3B3ITZ8,A0A3B3ITZ8
A0A3B3ITZ7,A0A3B3ITZ7
A0A3B3ITZ6,A0A3B3ITZ6
A0A3B3ITZ5,A0A3B3ITZ5
A0A3B3ITZ4,A0A3B3ITZ4
A0A3B3ITZ3,A0A3B3ITZ3
A0A3B3ITZ2,A0A3B3ITZ2
A0A3B3ITZ1,A0A3B3ITZ1
A0A3B3ITZ0,A0A3B3ITZ0
A0A3B3ITY9,A0A3B3ITY9
A0A3B3ITY8,A0A3B3ITY8
A0A3B3ITY6,A0A3B3ITY6
A0A3B3ITY5,A0A3B3ITY5
A0A3B3ITY4,A0A3B3ITY4
A0A3B3ITY3,A0A3B3ITY3
A0A3B3ITY2,A0A3B3ITY2
A0A3B3ITY0,A0A3B3ITY0
A0A3B3ITX9,A0A3B3ITX9
A0A3B3ITX8,A0A3B3ITX8
A0A3B3ITX7,A0A3B3ITX7
A0A3B3ITX6,A0A3B3ITX6
A0A3B3ITX5,A0A3B3ITX5
A0A3B3ITX4,A0A3B3ITX4
A0A3B3ITX3,A0A3B3ITX3
A0A3B3ITX2,A0A3B3ITX2
A0A3B3ITX1,A0A3B3ITX1
A0A3B3ITX0,A0A3B3ITX0
A0A3B3ITW9,A0A3B3ITW9
A0A3B3ITW8,A0A3B3ITW8
A0A3B3ITW7,A0A3B3ITW7
A0A3B3ITW6,A0A3B3ITW6
A0A3B3ITW5,A0A3B3ITW5
A0A3B3ITW4,A0A3B3ITW4
A0A3B3ITW3,A0A3B3ITW3
A0A3B3ITW2,A0A3B3ITW2
A0A3B3ITW1,A0A3B3ITW1
A0A3B3ITW0,A0A3B3ITW0
A0A3B3ITV9,A0A3B3ITV9
A0A3B3ITV8,A0A3B3ITV8
A0A3B3ITV6,A0A3B3ITV6
A0A3B3ITV5,A0A3B3ITV5
A0A3B3ITV3,A0A3B3ITV3
A0A3B3ITV2,A0A3B3ITV2
A0A3B3ITV1,A0A3B3ITV1
A0A3B3ITV0,A0A3B3ITV0
A0A3B3ITU9,A0A3B3ITU9
A0A3B3ITU8,A0A3B3ITU8
A0A3B3ITU7,A0A3B3ITU7
A0A3B3ITU6,A0A3B3ITU6
A0A3B3ITU5,A0A3B3ITU5
A0A3B3ITU4,A0A3B3ITU4
A0A3B3ITU3,A0A3B3ITU3
A0A3B3ITU2,A0A3B3ITU2
A0A3B3ITU1,A0A3B3ITU1
A0A3B3ITU0,A0A3B3ITU0
A0A3B3ITT9,A0A3B3ITT9
A0A3B3ITT8,A0A3B3ITT8
A0A3B3ITT7,A0A3B3ITT7
A0A3B3ITT6,A0A3B3ITT6
A0A3B3ITT5,A0A3B3ITT5
A0A3B3ITT4,A0A3B3ITT4
A0A3B3ITT3,A0A3B3ITT3
A0A3B3ITT2,A0A3B3ITT2
A0A3B3ITT1,A0A3B3ITT1
A0A3B3ITT0,A0A3B3ITT0
A0A3B3ITS9,A0A3B3ITS9
A0A3B3ITS8,A0A3B3ITS8
A0A3B3ITS6,A0A3B3ITS6
A0A3B3ITS5,A0A3B3ITS5
A0A3B3ITS3,A0A3B3ITS3
A0A3B3ITS2,A0A3B3ITS2
A0A3B3ITS1,A0A3B3ITS1
A0A3B3ITS0,A0A3B3ITS0
A0A3B3ITR9,A0A3B3ITR9
A0A3B3ITR7,A0A3B3ITR7
A0A3B3ITR6,A0A3B3ITR6
A0A3B3ITR5,A0A3B3ITR5
A0A3B3ITR4,A0A3B3ITR4
A0A3B3ITR3,A0A3B3ITR3
A0A3B3ITR2,A0A3B3ITR2
A0A3B3ITR1,A0A3B3ITR1
A0A3B3ITR0,A0A3B3ITR0
A0A3B3ITQ9,A0A3B3ITQ9
A0A3B3ITQ8,A0A3B3ITQ8
A0A3B3ITQ7,A0A3B3ITQ7
A0A3B3ITQ6,A0A3B3ITQ6
A0A3B3ITQ5,A0A3B3ITQ5
A0A3B3ITQ4,A0A3B3ITQ4
A0A3B3ITQ3,A0A3B3ITQ3
A0A3B3ITQ2,A0A3B3ITQ2
A0A3B3ITQ1,A0A3B3ITQ1
A0A3B3ITQ0,A0A3B3ITQ0
A0A3B3ITP9,A0A3B3ITP9
A0A3B3ITP6,A0A3B3ITP6
A0A3B3ITP5,A0A3B3ITP5
A0A3B3ITP4,A0A3B3ITP4
A0A3B3ITP3,A0A3B3ITP3
A0A3B3ITP2,A0A3B3ITP2
A0A3B3ITP1,A0A3B3ITP1
A0A3B3ITP0,A0A3B3ITP0
A0A3B3ITN9,A0A3B3ITN9
A0A3B3ITN8,A0A3B3ITN8
A0A3B3ITN7,A0A3B3ITN7
A0A3B3ITN6,A0A3B3ITN6
A0A3B3ITN5,A0A3B3ITN5
A0A3B3ITN3,A0A3B3ITN3
A0A3B3ITN1,A0A3B3ITN1
A0A3B3ITN0,A0A3B3ITN0
A0A3B3ITM9,A0A3B3ITM9
A0A3B3ITM8,A0A3B3ITM8
A0A3B3ITM6,A0A3B3ITM6
A0A3B3ITM5,A0A3B3ITM5
A0A3B3ITM4,A0A3B3ITM4
A0A3B3ITM3,A0A3B3ITM3
A0A3B3ITM2,A0A3B3ITM2
A0A3B3ITM1,A0A3B3ITM1
A0A3B3ITM0,A0A3B3ITM0
A0A3B3ITL9,A0A3B3ITL9
A0A3B3ITL8,A0A3B3ITL8
A0A3B3ITL7,A0A3B3ITL7
A0A3B3ITL6,A0A3B3ITL6
A0A3B3ITL5,A0A3B3ITL5
A0A3B3ITL4,A0A3B3ITL4
A0A3B3ITL3,A0A3B3ITL3
A0A3B3ITL2,A0A3B3ITL2
A0A3B3ITL1,A0A3B3ITL1
A0A3B3ITL0,A0A3B3ITL0
A0A3B3ITK9,A0A3B3ITK9
A0A3B3ITK8,A0A3B3ITK8
A0A3B3ITK7,A0A3B3ITK7
A0A3B3ITK5,A0A3B3ITK5
A0A3B3ITK4,A0A3B3ITK4
A0A3B3ITK3,A0A3B3ITK3
A0A3B3ITK2,A0A3B3ITK2
A0A3B3ITK0,A0A3B3ITK0
A0A3B3ITJ8,A0A3B3ITJ8
A0A3B3ITJ7,A0A3B3ITJ7
A0A3B3ITJ6,A0A3B3ITJ6
A0A3B3ITJ5,A0A3B3ITJ5
A0A3B3ITJ4,A0A3B3ITJ4
A0A3B3ITJ3,A0A3B3ITJ3
A0A3B3ITJ2,A0A3B3ITJ2
A0A3B3ITJ1,A0A3B3ITJ1
A0A3B3ITJ0,A0A3B3ITJ0
A0A3B3ITI9,A0A3B3ITI9
A0A3B3ITI7,A0A3B3ITI7
A0A3B3ITI5,A0A3B3ITI5
A0A3B3ITI4,A0A3B3ITI4
A0A3B3ITI3,A0A3B3ITI3
A0A3B3ITI2,A0A3B3ITI2
A0A3B3ITI0,A0A3B3ITI0
A0A3B3ITH9,A0A3B3ITH9
A0A3B3ITH6,A0A3B3ITH6
A0A3B3ITH5,A0A3B3ITH5
A0A3B3ITH4,A0A3B3ITH4
A0A3B3ITH3,A0A3B3ITH3
A0A3B3ITH1,A0A3B3ITH1
A0A3B3ITH0,A0A3B3ITH0
A0A3B3ITG9,A0A3B3ITG9
A0A3B3ITG8,A0A3B3ITG8
A0A3B3ITG7,A0A3B3ITG7
A0A3B3ITG6,A0A3B3ITG6
A0A3B3ITG5,A0A3B3ITG5
A0A3B3ITG4,A0A3B3ITG4
A0A3B3ITG3,A0A3B3ITG3
A0A3B3ITG2,A0A3B3ITG2
A0A3B3ITG1,A0A3B3ITG1
A0A3B3ITF9,A0A3B3ITF9
A0A3B3ITF8,A0A3B3ITF8
A0A3B3ITF7,A0A3B3ITF7
A0A3B3ITF6,A0A3B3ITF6
A0A3B3ITF5,A0A3B3ITF5
A0A3B3ITF4,A0A3B3ITF4
A0A3B3ITF3,A0A3B3ITF3
A0A3B3ITF2,A0A3B3ITF2
A0A3B3ITF1,A0A3B3ITF1
A0A3B3ITF0,A0A3B3ITF0
A0A3B3ITE9,A0A3B3ITE9
A0A3B3ITE8,A0A3B3ITE8
A0A3B3ITE7,A0A3B3ITE7
A0A3B3ITE5,A0A3B3ITE5
A0A3B3ITE4,A0A3B3ITE4
A0A3B3ITE3,A0A3B3ITE3
A0A3B3ITE2,A0A3B3ITE2
A0A3B3ITE1,A0A3B3ITE1
A0A3B3ITE0,A0A3B3ITE0
A0A3B3ITD8,A0A3B3ITD8
A0A3B3ITD7,A0A3B3ITD7
A0A3B3ITD6,A0A3B3ITD6
A0A3B3ITD5,A0A3B3ITD5
A0A3B3ITD4,A0A3B3ITD4
A0A3B3ITD3,A0A3B3ITD3
A0A3B3ITD2,A0A3B3ITD2
A0A3B3ITD1,A0A3B3ITD1
A0A3B3ITD0,A0A3B3ITD0
A0A3B3ITC9,A0A3B3ITC9
A0A3B3ITC8,A0A3B3ITC8
A0A3B3ITC7,A0A3B3ITC7
A0A3B3ITC6,A0A3B3ITC6
A0A3B3ITC5,A0A3B3ITC5
A0A3B3ITC3,A0A3B3ITC3
A0A3B3ITC2,A0A3B3ITC2
A0A3B3ITC1,A0A3B3ITC1
A0A3B3ITC0,A0A3B3ITC0
A0A3B3ITB9,A0A3B3ITB9
A0A3B3ITB8,A0A3B3ITB8
A0A3B3ITB6,A0A3B3ITB6
A0A3B3ITB5,A0A3B3ITB5
A0A3B3ITB4,A0A3B3ITB4
A0A3B3ITB2,A0A3B3ITB2
A0A3B3ITB1,A0A3B3ITB1
A0A3B3ITB0,A0A3B3ITB0
A0A3B3ITA9,A0A3B3ITA9
A0A3B3ITA8,A0A3B3ITA8
A0A3B3ITA7,A0A3B3ITA7
A0A3B3ITA6,A0A3B3ITA6
A0A3B3ITA5,A0A3B3ITA5
A0A3B3ITA4,A0A3B3ITA4
A0A3B3ITA3,A0A3B3ITA3
A0A3B3ITA2,A0A3B3ITA2
A0A3B3ITA1,A0A3B3ITA1
A0A3B3ITA0,A0A3B3ITA0
A0A3B3IT99,A0A3B3IT99
A0A3B3IT98,A0A3B3IT98
A0A3B3IT97,A0A3B3IT97
A0A3B3IT96,A0A3B3IT96
A0A3B3IT95,A0A3B3IT95
A0A3B3IT94,A0A3B3IT94
A0A3B3IT92,A0A3B3IT92
A0A3B3IT90,A0A3B3IT90
A0A3B3IT89,A0A3B3IT89
A0A3B3IT88,A0A3B3IT88
A0A3B3IT87,A0A3B3IT87
A0A3B3IT85,A0A3B3IT85
A0A3B3IT84,A0A3B3IT84
A0A3B3IT83,A0A3B3IT83
A0A3B3IT82,A0A3B3IT82
A0A3B3IT80,A0A3B3IT80
A0A3B3IT79,A0A3B3IT79
A0A3B3IT77,A0A3B3IT77
A0A3B3IT76,A0A3B3IT76
A0A3B3IT75,A0A3B3IT75
A0A3B3IT72,A0A3B3IT72
A0A3B3IT71,A0A3B3IT71
A0A3B3IT68,A0A3B3IT68
A0A3B3IT67,A0A3B3IT67
A0A3B3IT66,A0A3B3IT66
A0A3B3IT65,A0A3B3IT65
A0A3B3IT64,A0A3B3IT64
A0A3B3IT63,A0A3B3IT63
A0A3B3IT62,A0A3B3IT62
A0A3B3IT61,A0A3B3IT61
A0A3B3IT60,A0A3B3IT60
A0A3B3IT59,A0A3B3IT59
A0A3B3IT58,A0A3B3IT58
A0A3B3IT57,A0A3B3IT57
A0A3B3IT56,A0A3B3IT56
A0A3B3IT55,A0A3B3IT55
A0A3B3IT54,A0A3B3IT54
A0A3B3IT53,A0A3B3IT53
A0A3B3IT52,A0A3B3IT52
A0A3B3IT51,A0A3B3IT51
A0A3B3IT50,A0A3B3IT50
A0A3B3IT49,A0A3B3IT49
A0A3B3IT47,A0A3B3IT47
A0A3B3IT46,A0A3B3IT46
A0A3B3IT45,A0A3B3IT45
A0A3B3IT44,A0A3B3IT44
A0A3B3IT43,A0A3B3IT43
A0A3B3IT42,A0A3B3IT42
A0A3B3IT41,A0A3B3IT41
A0A3B3IT40,A0A3B3IT40
A0A3B3IT39,A0A3B3IT39
A0A3B3IT38,A0A3B3IT38
A0A3B3IT37,A0A3B3IT37
A0A3B3IT36,A0A3B3IT36
A0A3B3IT34,A0A3B3IT34
A0A3B3IT33,A0A3B3IT33
A0A3B3IT31,A0A3B3IT31
A0A3B3IT30,A0A3B3IT30
A0A3B3IT29,A0A3B3IT29
A0A3B3IT28,A0A3B3IT28
A0A3B3IT26,A0A3B3IT26
A0A3B3IT25,A0A3B3IT25
A0A3B3IT24,A0A3B3IT24
A0A3B3IT21,A0A3B3IT21
A0A3B3IT20,A0A3B3IT20
A0A3B3IT19,A0A3B3IT19
A0A3B3IT18,A0A3B3IT18
A0A3B3IT17,A0A3B3IT17
A0A3B3IT16,A0A3B3IT16
A0A3B3IT15,A0A3B3IT15
A0A3B3IT14,A0A3B3IT14
A0A3B3IT12,A0A3B3IT12
A0A3B3IT11,A0A3B3IT11
A0A3B3IT09,A0A3B3IT09
A0A3B3IT07,A0A3B3IT07
A0A3B3IT06,A0A3B3IT06
A0A3B3IT05,A0A3B3IT05
A0A3B3IT04,A0A3B3IT04
A0A3B3IT03,A0A3B3IT03
A0A3B3IT01,A0A3B3IT01
A0A3B3ISZ8,A0A3B3ISZ8
A0A3B3ISZ7,A0A3B3ISZ7
A0A3B3ISZ5,A0A3B3ISZ5
A0A3B3ISZ4,A0A3B3ISZ4
A0A3B3ISZ3,A0A3B3ISZ3
A0A3B3ISZ2,A0A3B3ISZ2
A0A3B3ISZ1,A0A3B3ISZ1
A0A3B3ISZ0,A0A3B3ISZ0
A0A3B3ISY9,A0A3B3ISY9
A0A3B3ISY8,A0A3B3ISY8
A0A3B3ISY7,A0A3B3ISY7
A0A3B3ISY5,A0A3B3ISY5
A0A3B3ISY4,A0A3B3ISY4
A0A3B3ISY3,A0A3B3ISY3
A0A3B3ISY2,A0A3B3ISY2
A0A3B3ISY1,A0A3B3ISY1
A0A3B3ISY0,A0A3B3ISY0
A0A3B3ISX9,A0A3B3ISX9
A0A3B3ISX8,A0A3B3ISX8
A0A3B3ISX6,A0A3B3ISX6
A0A3B3ISX5,A0A3B3ISX5
A0A3B3ISX4,A0A3B3ISX4
A0A3B3ISX3,A0A3B3ISX3
A0A3B3ISX2,A0A3B3ISX2
A0A3B3ISX1,A0A3B3ISX1
A0A3B3ISX0,A0A3B3ISX0
A0A3B3ISW9,A0A3B3ISW9
A0A3B3ISW8,A0A3B3ISW8
A0A3B3ISW7,A0A3B3ISW7
A0A3B3ISW6,A0A3B3ISW6
A0A3B3ISW5,A0A3B3ISW5
A0A3B3ISW3,A0A3B3ISW3
A0A3B3ISW2,A0A3B3ISW2
A0A3B3ISW1,A0A3B3ISW1
A0A3B3ISW0,A0A3B3ISW0
A0A3B3ISV9,A0A3B3ISV9
A0A3B3ISV8,A0A3B3ISV8
A0A3B3ISV7,A0A3B3ISV7
A0A3B3ISV6,A0A3B3ISV6
A0A3B3ISV5,A0A3B3ISV5
A0A3B3ISV4,A0A3B3ISV4
A0A3B3ISV3,A0A3B3ISV3
A0A3B3ISV1,A0A3B3ISV1
A0A3B3ISV0,A0A3B3ISV0
A0A3B3ISU9,A0A3B3ISU9
A0A3B3ISU5,A0A3B3ISU5
A0A3B3ISU4,A0A3B3ISU4
A0A3B3ISU3,A0A3B3ISU3
A0A3B3ISU2,A0A3B3ISU2
A0A3B3ISU1,A0A3B3ISU1
A0A3B3ISU0,A0A3B3ISU0
A0A3B3IST9,A0A3B3IST9
A0A3B3IST8,A0A3B3IST8
A0A3B3IST7,A0A3B3IST7
A0A3B3IST6,A0A3B3IST6
A0A3B3IST4,A0A3B3IST4
A0A3B3IST3,A0A3B3IST3
A0A3B3IST2,A0A3B3IST2
A0A3B3IST1,A0A3B3IST1
A0A3B3IST0,A0A3B3IST0
A0A3B3ISS9,A0A3B3ISS9
A0A3B3ISS8,A0A3B3ISS8
A0A3B3ISS7,A0A3B3ISS7
A0A3B3ISS6,A0A3B3ISS6
A0A3B3ISS5,A0A3B3ISS5
A0A3B3ISS4,A0A3B3ISS4
A0A3B3ISS3,A0A3B3ISS3
A0A3B3ISS2,A0A3B3ISS2
A0A3B3ISS1,A0A3B3ISS1
A0A3B3ISS0,A0A3B3ISS0
A0A3B3ISR9,A0A3B3ISR9
A0A3B3ISR8,A0A3B3ISR8
A0A3B3ISR7,A0A3B3ISR7
A0A3B3ISR6,A0A3B3ISR6
A0A3B3ISR5,A0A3B3ISR5
A0A3B3ISR4,A0A3B3ISR4
A0A3B3ISR3,A0A3B3ISR3
